	STAS	SWHAS104	22_MC_Drinkingwater_source_90.100	23_MC_Drinkingwater_tap_90.100	49_Drinkingwater_influent_winter_90.100	50_Drinkingwater_effluent_winter_90.100	51_Drinkingwater_influent_summer_90.100	52_Drinkingwater_influent_summer_90.100	53_Drinkingwater_effluent_summer_90.100	30_ST_effluent_summer_90.100	31_ST_effluent_winter_90.100	32_ST_influent_summer_90.100	33_ST_influent_winter_90.100	13_ST_ADS_90.100	14_SWT_ADS_90.100	1_ST_AS_0707_90.100	2_ST_AS_0801_90.100	37_ST_AS_foaming_90.100	38_ST_AS_foaming_control_90.100	4_ST_AS_0901_90.100	54_Stanley_AS_90.100	55_Stanley_AS_90.100	56_ST_ADS_March_90.100	57_SWH_ADS_March_90.100	58_SWH_ADS_March_90.100	5_ST_AS_0907_90.100	6_ST_AS_1001_90.100	7_ST_AS_1007_90.100	8_ST_AS_1101_90.100	24_Sediment_fishpond_LWT_90.100	25_Sediment_fishpond_ST_90.100	26_Sediment_fishpond_YTT_90.100	ARG_72_90.100	ARG_73_90.10	ARG_74_90.100	ARG_75_90.100	ARG_76_90.100	ARG_77_90.100	ARG_78_90.100	ARG_79_90.100	ARG_80_90.100	ARG_81_90.100	ARG_82_90.100	ARG_83_90.100	Ocean_1_1_90-100	Ocean_1_2_90-100	Ocean_1_3_90-100
beta-lactam__CMY-11	0	0	6.56E-05	0	0	0	1.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55E-05	9.60E-05	0.000243556	0	0	0
beta-lactam__CMY-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	8.12E-05	0	0	0
beta-lactam__CMY-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97E-05	0	0	2.38E-05	0.000481372	0.000690028	0	0	0
beta-lactam__CMY-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	4.06E-05	0	0	0
beta-lactam__CMY-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	0	0	0	0
beta-lactam__CMY-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	0	2.55E-05	0.000287889	0.00077126	0	0	0
beta-lactam__CMY-29	0	0	0	0	0	0	0	2.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06E-05	0	0	0
beta-lactam__CMY-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06E-05	0	0	0
beta-lactam__CMY-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80E-05	8.12E-05	0	0	0
beta-lactam__CMY-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-37	0	0	0	0	0	0	0	0	0	0	0	0	7.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-05	0	0	0	0.000503806	0.000324741	0	0	0
beta-lactam__CMY-39	0	0	0	0	0	0	0	0	0	0	0	8.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239908	0.000202963	0	0	0
beta-lactam__CMY-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119954	8.12E-05	0	0	0
beta-lactam__CMY-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-41	0	0	0	0	0	0	0	0	0	0	0	0	7.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	0	0	0.000263898	0.000446519	0	0	0
beta-lactam__CMY-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20E-05	0.000162371	0	0	0
beta-lactam__CMY-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28E-05	0	0	0	0.000218208	0.00024614	0	0	0
beta-lactam__CMY-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	0	0	0	0
beta-lactam__CMY-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	0	0	0	0
beta-lactam__CMY-6	0	0	0	0	0	0	0	0	0	0	0	8.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60E-05	0.000284148	0	0	0
beta-lactam__CMY-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80E-05	0	0	0	0
beta-lactam__CMY-61	0	0	0	0	0	0	0	0	0	0	0	8.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24E-05	0	0	2.56E-05	0.000312701	0.000529093	0	0	0
beta-lactam__CMY-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	0	0	9.60E-05	4.06E-05	0	0	0
beta-lactam__CMY-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-73	0	0	0	0	0	0	0	0	0	0	0	8.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287889	0.000121778	0	0	0
beta-lactam__CMY-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	0	0	0	0
beta-lactam__CMY-78	0	0	0	0	0	0	0	0	0	0	0	0	7.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407843	0.000324741	0	0	0
beta-lactam__CMY-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20E-05	0	0	0	0
beta-lactam__CMY-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121778	0	0	0
beta-lactam__CMY-9	0	0	0	0	0	0	0	0	0	0	2.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CMY-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105772	0	0	7.66E-05	0.001127566	0.002232594	0	0	0
beta-lactam__CTX-M	0	0	0	0	0	0	0	0	0	3.73E-05	0	0.000748269	0.000726575	0	8.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61E-05	6.36E-05	3.44E-05	0	0	0	5.63E-05	0	0.000220984	0.00033421	0.005163367	0.004736872	0	0	0
beta-lactam__CTX-M-1	0	0	0	0	0	0	0	0	0	0	0	0.000106896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16E-05	0	0.000188464	0.000425176	0	0	0
beta-lactam__CTX-M-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-05	6.28E-05	5.31E-05	0	0	0
beta-lactam__CTX-M-103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31E-05	0	0	0
beta-lactam__CTX-M-105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16E-05	6.68E-05	3.14E-05	0	0	0	0
beta-lactam__CTX-M-106	0	0	0	0	0	0	0	0	0	0	0	0.000107264	0.000104154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.46E-05	5.33E-05	0	0	0
beta-lactam__CTX-M-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31E-05	0	0.000251285	0.000159441	0	0	0
beta-lactam__CTX-M-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14E-05	0	0	0	0
beta-lactam__CTX-M-114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-12	0	0	0	0	0	0	0	0	0	0	0	0	0.000103796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42E-05	0.000265735	0	0	0
beta-lactam__CTX-M-121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42E-05	0.000106294	0	0	0
beta-lactam__CTX-M-122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68E-05	3.14E-05	5.31E-05	0	0	0
beta-lactam__CTX-M-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-126	0	0	0	0	0	0	0	0	0	0	0	0	0.000103796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61E-05	0	0	0	0	0	0	0	3.16E-05	6.68E-05	0.000314106	0.000212588	0	0	0
beta-lactam__CTX-M-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31E-05	0	0	0
beta-lactam__CTX-M-130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-132	0	0	0	0	0	0	0	0	0	0	0	0	0.000415186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126277	0.000200526	0.000973728	0.000584618	0	0	0
beta-lactam__CTX-M-134	0	0	0	0	0	0	0	0	0	0	0	0	0.000103796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251285	0.000212588	0	0	0
beta-lactam__CTX-M-137	0	0	0	0	0	0	0	0	0	3.73E-05	0	0	0.000311389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31E-05	6.68E-05	0.000251285	0.000106294	0	0	0
beta-lactam__CTX-M-14	0	0	0	0	0	0	0	0	0	0	0	0	0.000207593	0	0	0	0	0	0	0	2.92E-05	0	0	0	0	0	0	0	0	0	0	0	2.61E-05	0	0	0	0	0	0	0	9.47E-05	6.68E-05	0.000628212	0.000797206	0	0	0
beta-lactam__CTX-M-141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-147	0	0	0	0	0	0	0	0	0	0	0	0	0.000518982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.22E-05	0	0	0	0	0	0	0	0.000157846	0.000233947	0.00106796	0.001169235	0	0	0
beta-lactam__CTX-M-15	0	0	0	0	0	0	0	0	0	0	0	0.000106896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-05	0.000785265	0.001328676	0	0	0
beta-lactam__CTX-M-152	0	0	0	0	0	0	0	0	0	0	0	0	0.000208309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-16	0	0	0	0	0	0	0	0	0	0	0	0	0.000311389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42E-05	5.31E-05	0	0	0
beta-lactam__CTX-M-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-19	0	0	0	0	0	0	0	0	0	0	0	0	0.000311389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16E-05	6.68E-05	0.000502569	0.000690912	0	0	0
beta-lactam__CTX-M-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14E-05	5.31E-05	0	0	0
beta-lactam__CTX-M-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77E-05	0	3.16E-05	0	0.000157053	0.000106294	0	0	0
beta-lactam__CTX-M-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15E-05	0.000159991	0	0	0
beta-lactam__CTX-M-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-43	0	0	0	0	0	0	0	0	0	3.73E-05	3.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-5	0	0	0	0	0	0	0	0	0	0	0	0	0.000103796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-51	0	0	0	0	0	0	0	0	0	0	0	0	0.000103796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100263	3.14E-05	5.31E-05	0	0	0
beta-lactam__CTX-M-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14E-05	0	0	0	0
beta-lactam__CTX-M-53	0	0	0	0	0	0	0	0	0	0	0	0	0.000103796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77E-05	0	0	0	0.000628212	0.001169235	0	0	0
beta-lactam__CTX-M-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-55	0	0	0	0	0	0	0	0	0	0	0	0.000106896	0.000103796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16E-05	3.34E-05	0.000722444	0.000797206	0	0	0
beta-lactam__CTX-M-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42E-05	0	0	0	0
beta-lactam__CTX-M-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157053	0.000425176	0	0	0
beta-lactam__CTX-M-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31E-05	0	0	0
beta-lactam__CTX-M-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-05	0.000125642	0	0	0	0
beta-lactam__CTX-M-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31E-05	0	0	0
beta-lactam__CTX-M-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28E-05	0.000372029	0	0	0
beta-lactam__CTX-M-7	0	0	0	0	0	0	0	0	0	0	0	0	0.000103796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__CTX-M-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
